label,message,message_length,tokens,word_count
ham,boo hows things im back at home and a little bored already,58,"['boo', 'hows', 'things', 'im', 'back', 'at', 'home', 'and', 'a', 'little', 'bored', 'already']",12
ham,first has she gained more than ltgt kg since she took in second has she done the blood sugar tests if she has and its ok and her blood pressure is within normal limits then no worries,183,"['first', 'has', 'she', 'gained', 'more', 'than', 'ltgt', 'kg', 'since', 'she', 'took', 'in', 'second', 'has', 'she', 'done', 'the', 'blood', 'sugar', 'tests', 'if', 'she', 'has', 'and', 'its', 'ok', 'and', 'her', 'blood', 'pressure', 'is', 'within', 'normal', 'limits', 'then', 'no', 'worries']",37
ham,pick ur fone up now u dumb,26,"['pick', 'ur', 'fone', 'up', 'now', 'u', 'dumb']",7
ham,thanks da thangam i feel very very happy dear i also miss you da,64,"['thanks', 'da', 'thangam', 'i', 'feel', 'very', 'very', 'happy', 'dear', 'i', 'also', 'miss', 'you', 'da']",14
ham,okey doke im at home but not dressed cos laying around ill speak to you later bout times and stuff,98,"['okey', 'doke', 'im', 'at', 'home', 'but', 'not', 'dressed', 'cos', 'laying', 'around', 'ill', 'speak', 'to', 'you', 'later', 'bout', 'times', 'and', 'stuff']",20
ham,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me,86,"['i', 'dont', 'run', 'away', 'frm', 'u', 'i', 'walk', 'slowly', 'amp', 'it', 'kills', 'me', 'that', 'u', 'dont', 'care', 'enough', 'to', 'stop', 'me']",21
ham,babe im back come back to me,28,"['babe', 'im', 'back', 'come', 'back', 'to', 'me']",7
ham,well you told others youd marry them,36,"['well', 'you', 'told', 'others', 'youd', 'marry', 'them']",7
ham,neshanthtel me who r u,22,"['neshanthtel', 'me', 'who', 'r', 'u']",5
ham,yo yo yo byatch whassup,23,"['yo', 'yo', 'yo', 'byatch', 'whassup']",5
ham,oh kay on sat right,19,"['oh', 'kay', 'on', 'sat', 'right']",5
ham,hi this is roger from cl how are you,36,"['hi', 'this', 'is', 'roger', 'from', 'cl', 'how', 'are', 'you']",9
spam,babe u want me dont u baby im nasty and have a thing 4 filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slo4msgs,145,"['babe', 'u', 'want', 'me', 'dont', 'u', 'baby', 'im', 'nasty', 'and', 'have', 'a', 'thing', '4', 'filthyguys', 'fancy', 'a', 'rude', 'time', 'with', 'a', 'sexy', 'bitch', 'how', 'about', 'we', 'go', 'slo', 'n', 'hard', 'txt', 'xxx', 'slo4msgs']",33
ham,oh oh wasted den muz chiong on sat n sun liao,45,"['oh', 'oh', 'wasted', 'den', 'muz', 'chiong', 'on', 'sat', 'n', 'sun', 'liao']",11
ham,jesus christ bitch im trying to give you drugs answer your fucking phone,72,"['jesus', 'christ', 'bitch', 'im', 'trying', 'to', 'give', 'you', 'drugs', 'answer', 'your', 'fucking', 'phone']",13
ham,please give it 2 or i will pick it up on tuesday evening about 8 if that is ok,78,"['please', 'give', 'it', '2', 'or', 'i', 'will', 'pick', 'it', 'up', 'on', 'tuesday', 'evening', 'about', '8', 'if', 'that', 'is', 'ok']",19
ham,im meeting darren,17,"['im', 'meeting', 'darren']",3
ham,one of best dialogue in cute reltnship wen i die dont come near my body bcoz my hands may not come 2 wipe ur tears off that timegud ni8,135,"['one', 'of', 'best', 'dialogue', 'in', 'cute', 'reltnship', 'wen', 'i', 'die', 'dont', 'come', 'near', 'my', 'body', 'bcoz', 'my', 'hands', 'may', 'not', 'come', '2', 'wipe', 'ur', 'tears', 'off', 'that', 'timegud', 'ni8']",29
ham,solve d case a man was found murdered on ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant,398,"['solve', 'd', 'case', 'a', 'man', 'was', 'found', 'murdered', 'on', 'ltdecimalgt', 'ltgt', 'afternoon', '1his', 'wife', 'called', 'police', '2police', 'questioned', 'everyone', '3wife', 'siri', 'was', 'sleeping', 'when', 'the', 'murder', 'took', 'place', '4cook', 'i', 'was', 'cooking', '5gardener', 'i', 'was', 'picking', 'vegetables', '6housemaid', 'i', 'went', '2', 'd', 'post', 'office', '7children', 'we', 'went', '2', 'play', '8neighbour', 'we', 'went', '2', 'a', 'marriage', 'police', 'arrested', 'd', 'murderer', 'immediately', 'whos', 'it', 'reply', 'with', 'reason', 'if', 'u', 'r', 'brilliant']",69
ham,dear where you will be when i reach there,41,"['dear', 'where', 'you', 'will', 'be', 'when', 'i', 'reach', 'there']",9
ham,aww thats the first time u said u missed me without asking if i missed u first you do love me,93,"['aww', 'thats', 'the', 'first', 'time', 'u', 'said', 'u', 'missed', 'me', 'without', 'asking', 'if', 'i', 'missed', 'u', 'first', 'you', 'do', 'love', 'me']",21
ham,ok thanx gd nite 2 too,22,"['ok', 'thanx', 'gd', 'nite', '2', 'too']",6
ham,come to me right now ahmad,26,"['come', 'to', 'me', 'right', 'now', 'ahmad']",6
ham,lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something,112,"['lol', 'please', 'do', 'actually', 'send', 'a', 'pic', 'of', 'yourself', 'right', 'now', 'i', 'wanna', 'see', 'pose', 'with', 'a', 'comb', 'and', 'hair', 'dryer', 'or', 'something']",23
ham,o was not into fps then,23,"['o', 'was', 'not', 'into', 'fps', 'then']",6
ham,huh means computational science y they like dat one push here n there,69,"['huh', 'means', 'computational', 'science', 'y', 'they', 'like', 'dat', 'one', 'push', 'here', 'n', 'there']",13
ham,could you not read me my love i answered you,44,"['could', 'you', 'not', 'read', 'me', 'my', 'love', 'i', 'answered', 'you']",10
ham,oh lk tt den we take e one tt ends at cine lor dun wan yogasana oso can,71,"['oh', 'lk', 'tt', 'den', 'we', 'take', 'e', 'one', 'tt', 'ends', 'at', 'cine', 'lor', 'dun', 'wan', 'yogasana', 'oso', 'can']",18
ham,madamregret disturbancemight receive a reference check from dlf premaricakindly be informedrgdsrakheshkerala,108,"['madamregret', 'disturbancemight', 'receive', 'a', 'reference', 'check', 'from', 'dlf', 'premaricakindly', 'be', 'informedrgdsrakheshkerala']",11
spam,sms services for your inclusive text credits pls gotto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk220cm2 9ae,149,"['sms', 'services', 'for', 'your', 'inclusive', 'text', 'credits', 'pls', 'gotto', 'wwwcomuknet', 'login', '3qxj9', 'unsubscribe', 'with', 'stop', 'no', 'extra', 'charge', 'help', '08702840625', 'comuk220cm2', '9ae']",22
ham,oic then better quickly go bathe n settle down,46,"['oic', 'then', 'better', 'quickly', 'go', 'bathe', 'n', 'settle', 'down']",9
ham,err cud do im going to at 8pm i havent got a way to contact him until then,74,"['err', 'cud', 'do', 'im', 'going', 'to', 'at', '8pm', 'i', 'havent', 'got', 'a', 'way', 'to', 'contact', 'him', 'until', 'then']",18
ham,a bloo bloo bloo ill miss the first bowl,40,"['a', 'bloo', 'bloo', 'bloo', 'ill', 'miss', 'the', 'first', 'bowl']",9
ham,lmao but its so fun,19,"['lmao', 'but', 'its', 'so', 'fun']",5
ham,oh k kbut he is not a big hitteranyway good,43,"['oh', 'k', 'kbut', 'he', 'is', 'not', 'a', 'big', 'hitteranyway', 'good']",10
ham,hey i almost forgot happy bday babe i love ya,45,"['hey', 'i', 'almost', 'forgot', 'happy', 'bday', 'babe', 'i', 'love', 'ya']",10
spam,valentines day special win over 1000 in our quiz and take your partner on the trip of a lifetime send go to 83600 now 150pmsg rcvd custcare08718720201,150,"['valentines', 'day', 'special', 'win', 'over', '1000', 'in', 'our', 'quiz', 'and', 'take', 'your', 'partner', 'on', 'the', 'trip', 'of', 'a', 'lifetime', 'send', 'go', 'to', '83600', 'now', '150pmsg', 'rcvd', 'custcare08718720201']",27
ham,do you think i can move ltgt in a week,38,"['do', 'you', 'think', 'i', 'can', 'move', 'ltgt', 'in', 'a', 'week']",10
ham,shes find i sent you an offline message to know how anjolas now,63,"['shes', 'find', 'i', 'sent', 'you', 'an', 'offline', 'message', 'to', 'know', 'how', 'anjolas', 'now']",13
spam,guess who am ithis is the first time i created a web page wwwasjesuscom read all i wrote im waiting for your opinions i want to be your friend 11,145,"['guess', 'who', 'am', 'ithis', 'is', 'the', 'first', 'time', 'i', 'created', 'a', 'web', 'page', 'wwwasjesuscom', 'read', 'all', 'i', 'wrote', 'im', 'waiting', 'for', 'your', 'opinions', 'i', 'want', 'to', 'be', 'your', 'friend', '11']",30
ham,how was txting and driving,26,"['how', 'was', 'txting', 'and', 'driving']",5
ham,thats good lets thank god please complete the drug have lots of water and have a beautiful day,94,"['thats', 'good', 'lets', 'thank', 'god', 'please', 'complete', 'the', 'drug', 'have', 'lots', 'of', 'water', 'and', 'have', 'a', 'beautiful', 'day']",18
ham,really dun bluff me leh u sleep early too nite,46,"['really', 'dun', 'bluff', 'me', 'leh', 'u', 'sleep', 'early', 'too', 'nite']",10
ham,indians r poor but india is not a poor country says one of the swiss bank directors he says that ltgt lac crore of indian money is deposited in swiss banks which can be used for taxless budget for ltgt yrs can give ltgt crore jobs to all indians from any village to delhi 4 lane roads forever free power suply to more than ltgt social projects every citizen can get monthly ltgt for ltgt yrs no need of world bank amp imf loan think how our money is blocked by rich politicians we have full rights against corrupt politicians itna forward karo ki pura india padhegm,565,"['indians', 'r', 'poor', 'but', 'india', 'is', 'not', 'a', 'poor', 'country', 'says', 'one', 'of', 'the', 'swiss', 'bank', 'directors', 'he', 'says', 'that', 'ltgt', 'lac', 'crore', 'of', 'indian', 'money', 'is', 'deposited', 'in', 'swiss', 'banks', 'which', 'can', 'be', 'used', 'for', 'taxless', 'budget', 'for', 'ltgt', 'yrs', 'can', 'give', 'ltgt', 'crore', 'jobs', 'to', 'all', 'indians', 'from', 'any', 'village', 'to', 'delhi', '4', 'lane', 'roads', 'forever', 'free', 'power', 'suply', 'to', 'more', 'than', 'ltgt', 'social', 'projects', 'every', 'citizen', 'can', 'get', 'monthly', 'ltgt', 'for', 'ltgt', 'yrs', 'no', 'need', 'of', 'world', 'bank', 'amp', 'imf', 'loan', 'think', 'how', 'our', 'money', 'is', 'blocked', 'by', 'rich', 'politicians', 'we', 'have', 'full', 'rights', 'against', 'corrupt', 'politicians', 'itna', 'forward', 'karo', 'ki', 'pura', 'india', 'padhegm']",107
ham,uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr8 day plus have you started cos i dont meet you online how was the honey moon,226,"['uncle', 'boye', 'i', 'need', 'movies', 'oh', 'guide', 'me', 'plus', 'you', 'know', 'torrents', 'are', 'not', 'particularly', 'legal', 'here', 'and', 'the', 'system', 'is', 'slowing', 'down', 'what', 'should', 'i', 'do', 'have', 'a', 'gr8', 'day', 'plus', 'have', 'you', 'started', 'cos', 'i', 'dont', 'meet', 'you', 'online', 'how', 'was', 'the', 'honey', 'moon']",46
ham,oh ya ya i remember da,22,"['oh', 'ya', 'ya', 'i', 'remember', 'da']",6
ham,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,114,"['btw', 'regarding', 'that', 'we', 'should', 'really', 'try', 'to', 'see', 'if', 'anyone', 'else', 'can', 'be', 'our', '4th', 'guy', 'before', 'we', 'commit', 'to', 'a', 'random', 'dude']",24
spam,for ur chance to win 250 cash every wk txt play to 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk,109,"['for', 'ur', 'chance', 'to', 'win', '250', 'cash', 'every', 'wk', 'txt', 'play', 'to', '83370', 'tscs', 'wwwmusictrivianet', 'custcare', '08715705022', '1x150pwk']",18
ham,i not busy juz dun wan 2 go so early hee,40,"['i', 'not', 'busy', 'juz', 'dun', 'wan', '2', 'go', 'so', 'early', 'hee']",11
ham,rightio 1148 it is then well arent we all up bright and early this morning,74,"['rightio', '1148', 'it', 'is', 'then', 'well', 'arent', 'we', 'all', 'up', 'bright', 'and', 'early', 'this', 'morning']",15
ham,great im in church now will holla when i get out,48,"['great', 'im', 'in', 'church', 'now', 'will', 'holla', 'when', 'i', 'get', 'out']",11
ham,back in brum thanks for putting us up and keeping us all and happy see you soon,79,"['back', 'in', 'brum', 'thanks', 'for', 'putting', 'us', 'up', 'and', 'keeping', 'us', 'all', 'and', 'happy', 'see', 'you', 'soon']",17
ham,i donno if they are scorable,28,"['i', 'donno', 'if', 'they', 'are', 'scorable']",6
ham,ltgt great loxahatchee xmas tree burning update you can totally see stars here,78,"['ltgt', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'update', 'you', 'can', 'totally', 'see', 'stars', 'here']",13
ham,yes but i dont care i need you bad princess,43,"['yes', 'but', 'i', 'dont', 'care', 'i', 'need', 'you', 'bad', 'princess']",10
ham,the guy kadeem hasnt been selling since the break i know one other guy but hes paranoid as fuck and doesnt like selling without me there and i cant be up there til late tonight,176,"['the', 'guy', 'kadeem', 'hasnt', 'been', 'selling', 'since', 'the', 'break', 'i', 'know', 'one', 'other', 'guy', 'but', 'hes', 'paranoid', 'as', 'fuck', 'and', 'doesnt', 'like', 'selling', 'without', 'me', 'there', 'and', 'i', 'cant', 'be', 'up', 'there', 'til', 'late', 'tonight']",35
ham,tmr then brin lar aiya later i come n c lar mayb neva set properly got da help sheet wif,88,"['tmr', 'then', 'brin', 'lar', 'aiya', 'later', 'i', 'come', 'n', 'c', 'lar', 'mayb', 'neva', 'set', 'properly', 'got', 'da', 'help', 'sheet', 'wif']",20
ham,do u knw dis no ltgt,20,"['do', 'u', 'knw', 'dis', 'no', 'ltgt']",6
ham,then she dun believe wat,24,"['then', 'she', 'dun', 'believe', 'wat']",5
ham,kgive back my thanks,20,"['kgive', 'back', 'my', 'thanks']",4
ham,i know complain num onlybettr directly go to bsnl offc nd apply for it,70,"['i', 'know', 'complain', 'num', 'onlybettr', 'directly', 'go', 'to', 'bsnl', 'offc', 'nd', 'apply', 'for', 'it']",14
ham,okay ive seen it so i should pick it on friday,46,"['okay', 'ive', 'seen', 'it', 'so', 'i', 'should', 'pick', 'it', 'on', 'friday']",11
ham,how much she payed suganya,26,"['how', 'much', 'she', 'payed', 'suganya']",5
ham,left dessert u wan me 2 go suntec look 4 u,42,"['left', 'dessert', 'u', 'wan', 'me', '2', 'go', 'suntec', 'look', '4', 'u']",11
ham,abeg make profit but its a start are you using it to get sponsors for the next event,84,"['abeg', 'make', 'profit', 'but', 'its', 'a', 'start', 'are', 'you', 'using', 'it', 'to', 'get', 'sponsors', 'for', 'the', 'next', 'event']",18
ham,onum ela pa normal than,23,"['onum', 'ela', 'pa', 'normal', 'than']",5
ham,kkhow is your sister kids,25,"['kkhow', 'is', 'your', 'sister', 'kids']",5
ham,cool ill text you when im on the way,36,"['cool', 'ill', 'text', 'you', 'when', 'im', 'on', 'the', 'way']",9
ham,nope meanwhile she talk say make i greet you,44,"['nope', 'meanwhile', 'she', 'talk', 'say', 'make', 'i', 'greet', 'you']",9
ham,i cant talk to you nowi will call when i candont keep calling,61,"['i', 'cant', 'talk', 'to', 'you', 'nowi', 'will', 'call', 'when', 'i', 'candont', 'keep', 'calling']",13
ham,anything lar,12,"['anything', 'lar']",2
ham,rose needs water season needs change poet needs imaginationmy phone needs ur sms and i need ur lovely frndship forever,118,"['rose', 'needs', 'water', 'season', 'needs', 'change', 'poet', 'needs', 'imaginationmy', 'phone', 'needs', 'ur', 'sms', 'and', 'i', 'need', 'ur', 'lovely', 'frndship', 'forever']",20
ham,good afternoon babe how goes that day any job prospects yet i miss you my love sighs,84,"['good', 'afternoon', 'babe', 'how', 'goes', 'that', 'day', 'any', 'job', 'prospects', 'yet', 'i', 'miss', 'you', 'my', 'love', 'sighs']",17
ham,they will pick up and drop in carso no problem,46,"['they', 'will', 'pick', 'up', 'and', 'drop', 'in', 'carso', 'no', 'problem']",10
ham,si think he is waste for rr,27,"['si', 'think', 'he', 'is', 'waste', 'for', 'rr']",7
ham,he is world famamus,19,"['he', 'is', 'world', 'famamus']",4
ham,is there coming friday is leave for pongaldo you get any news from your work place,82,"['is', 'there', 'coming', 'friday', 'is', 'leave', 'for', 'pongaldo', 'you', 'get', 'any', 'news', 'from', 'your', 'work', 'place']",16
ham,lol well dont do it without me we could have a big sale together,64,"['lol', 'well', 'dont', 'do', 'it', 'without', 'me', 'we', 'could', 'have', 'a', 'big', 'sale', 'together']",14
ham,am on my way,12,"['am', 'on', 'my', 'way']",4
ham,eat at old airport road but now 630 oredi got a lot of pple,59,"['eat', 'at', 'old', 'airport', 'road', 'but', 'now', '630', 'oredi', 'got', 'a', 'lot', 'of', 'pple']",14
ham,sry cant talk on phone with parents,35,"['sry', 'cant', 'talk', 'on', 'phone', 'with', 'parents']",7
ham,ok lor wat time finish,22,"['ok', 'lor', 'wat', 'time', 'finish']",5
ham,princess i like to make love ltgt times per night hope thats not a problem,74,"['princess', 'i', 'like', 'to', 'make', 'love', 'ltgt', 'times', 'per', 'night', 'hope', 'thats', 'not', 'a', 'problem']",15
ham,mm i am on the way to railway,29,"['mm', 'i', 'am', 'on', 'the', 'way', 'to', 'railway']",8
ham,im done im sorry i hope your next space gives you everything you want remember all the furniture is yours if im not around when you move it just lock all the locks and leave the key with jenne,192,"['im', 'done', 'im', 'sorry', 'i', 'hope', 'your', 'next', 'space', 'gives', 'you', 'everything', 'you', 'want', 'remember', 'all', 'the', 'furniture', 'is', 'yours', 'if', 'im', 'not', 'around', 'when', 'you', 'move', 'it', 'just', 'lock', 'all', 'the', 'locks', 'and', 'leave', 'the', 'key', 'with', 'jenne']",39
ham,not yet just id like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the house,133,"['not', 'yet', 'just', 'id', 'like', 'to', 'keep', 'in', 'touch', 'and', 'it', 'will', 'be', 'the', 'easiest', 'way', 'to', 'do', 'that', 'from', 'barcelona', 'by', 'the', 'way', 'how', 'ru', 'and', 'how', 'is', 'the', 'house']",31
spam,sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to 8007,114,"['sppok', 'up', 'ur', 'mob', 'with', 'a', 'halloween', 'collection', 'of', 'nokia', 'logopic', 'message', 'plus', 'a', 'free', 'eerie', 'tone', 'txt', 'card', 'spook', 'to', '8007']",22
spam,urgent call 09066612661 from landline your complementary 4 tenerife holiday or 10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer,159,"['urgent', 'call', '09066612661', 'from', 'landline', 'your', 'complementary', '4', 'tenerife', 'holiday', 'or', '10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', '3', 'wa14', '2px', '150ppm', '18', 'sender', 'hol', 'offer']",27
ham,kdo it at evening daurgent,26,"['kdo', 'it', 'at', 'evening', 'daurgent']",5
ham,pansy youve been living in a jungle for two years its my driving you should be more worried about,97,"['pansy', 'youve', 'been', 'living', 'in', 'a', 'jungle', 'for', 'two', 'years', 'its', 'my', 'driving', 'you', 'should', 'be', 'more', 'worried', 'about']",19
ham,mm have some kanji dont eat anything heavy ok,45,"['mm', 'have', 'some', 'kanji', 'dont', 'eat', 'anything', 'heavy', 'ok']",9
ham,only if you promise your getting out as soon as you can and youll text me in the morning to let me know you made it in ok,121,"['only', 'if', 'you', 'promise', 'your', 'getting', 'out', 'as', 'soon', 'as', 'you', 'can', 'and', 'youll', 'text', 'me', 'in', 'the', 'morning', 'to', 'let', 'me', 'know', 'you', 'made', 'it', 'in', 'ok']",28
ham,lol thats different i dont go trying to find every real life photo you ever took,80,"['lol', 'thats', 'different', 'i', 'dont', 'go', 'trying', 'to', 'find', 'every', 'real', 'life', 'photo', 'you', 'ever', 'took']",16
ham,i dont thnk its a wrong calling between us,42,"['i', 'dont', 'thnk', 'its', 'a', 'wrong', 'calling', 'between', 'us']",9
ham,k ill drinkpa then what doing i need srs model pls send it to my mail id pa,75,"['k', 'ill', 'drinkpa', 'then', 'what', 'doing', 'i', 'need', 'srs', 'model', 'pls', 'send', 'it', 'to', 'my', 'mail', 'id', 'pa']",18
ham,aiyah e rain like quite big leh if drizzling i can at least run home,68,"['aiyah', 'e', 'rain', 'like', 'quite', 'big', 'leh', 'if', 'drizzling', 'i', 'can', 'at', 'least', 'run', 'home']",15
ham,i have 2 docs appointments next week im tired of them shoving stuff up me ugh why couldnt i have had a normal body,114,"['i', 'have', '2', 'docs', 'appointments', 'next', 'week', 'im', 'tired', 'of', 'them', 'shoving', 'stuff', 'up', 'me', 'ugh', 'why', 'couldnt', 'i', 'have', 'had', 'a', 'normal', 'body']",24
ham,dun b sad its over dun thk abt it already concentrate on ur other papers k,74,"['dun', 'b', 'sad', 'its', 'over', 'dun', 'thk', 'abt', 'it', 'already', 'concentrate', 'on', 'ur', 'other', 'papers', 'k']",16
ham,greetings me consider yourself excused,38,"['greetings', 'me', 'consider', 'yourself', 'excused']",5
ham,no drama plsi have had enough from you and family while i am struggling in the hot sun in a strange placeno reason why there should be an ego of not going if not invited when actually its necessity to gowait for very serious reppurcussions,239,"['no', 'drama', 'plsi', 'have', 'had', 'enough', 'from', 'you', 'and', 'family', 'while', 'i', 'am', 'struggling', 'in', 'the', 'hot', 'sun', 'in', 'a', 'strange', 'placeno', 'reason', 'why', 'there', 'should', 'be', 'an', 'ego', 'of', 'not', 'going', 'if', 'not', 'invited', 'when', 'actually', 'its', 'necessity', 'to', 'gowait', 'for', 'very', 'serious', 'reppurcussions']",45
ham,they released another italian one today and it has a cosign option,66,"['they', 'released', 'another', 'italian', 'one', 'today', 'and', 'it', 'has', 'a', 'cosign', 'option']",12
ham,you at mu you should try to figure out how much money everyone has for gas and alcohol jay and i are trying to figure out our weed budget,137,"['you', 'at', 'mu', 'you', 'should', 'try', 'to', 'figure', 'out', 'how', 'much', 'money', 'everyone', 'has', 'for', 'gas', 'and', 'alcohol', 'jay', 'and', 'i', 'are', 'trying', 'to', 'figure', 'out', 'our', 'weed', 'budget']",29
spam,winner as a valued network customer you hvae been selected to receive a 900 reward to collect call 09061701444 valid 24 hours only acl03530150pm,144,"['winner', 'as', 'a', 'valued', 'network', 'customer', 'you', 'hvae', 'been', 'selected', 'to', 'receive', 'a', '900', 'reward', 'to', 'collect', 'call', '09061701444', 'valid', '24', 'hours', 'only', 'acl03530150pm']",24
ham,hcl chennai requires freshers for voice processexcellent english neededsalary upto ltgt call mssuman ltgt for telephonic interview via indyarockscom,148,"['hcl', 'chennai', 'requires', 'freshers', 'for', 'voice', 'processexcellent', 'english', 'neededsalary', 'upto', 'ltgt', 'call', 'mssuman', 'ltgt', 'for', 'telephonic', 'interview', 'via', 'indyarockscom']",19
ham,dai what this da can i send my resume to this id,48,"['dai', 'what', 'this', 'da', 'can', 'i', 'send', 'my', 'resume', 'to', 'this', 'id']",12
ham,i know where the ltgt is ill be there around 5,46,"['i', 'know', 'where', 'the', 'ltgt', 'is', 'ill', 'be', 'there', 'around', '5']",11
ham,yup ive finished c there,24,"['yup', 'ive', 'finished', 'c', 'there']",5
ham,remember to ask alex about his pizza,36,"['remember', 'to', 'ask', 'alex', 'about', 'his', 'pizza']",7
ham,no datoday also i forgot,24,"['no', 'datoday', 'also', 'i', 'forgot']",5
ham,ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online you arrange shipping and you get a cut or u for a partnership where u invest money for shipping and he takes care of the restuwud b self reliant soon dnt worry,291,"['ola', 'would', 'get', 'back', 'to', 'you', 'maybe', 'not', 'today', 'but', 'i', 've', 'told', 'him', 'you', 'can', 'be', 'his', 'direct', 'link', 'in', 'the', 'us', 'in', 'getting', 'cars', 'he', 'bids', 'for', 'online', 'you', 'arrange', 'shipping', 'and', 'you', 'get', 'a', 'cut', 'or', 'u', 'for', 'a', 'partnership', 'where', 'u', 'invest', 'money', 'for', 'shipping', 'and', 'he', 'takes', 'care', 'of', 'the', 'restuwud', 'b', 'self', 'reliant', 'soon', 'dnt', 'worry']",62
ham,fwiw the reason im only around when its time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,200,"['fwiw', 'the', 'reason', 'im', 'only', 'around', 'when', 'its', 'time', 'to', 'smoke', 'is', 'that', 'because', 'of', 'gas', 'i', 'can', 'only', 'afford', 'to', 'be', 'around', 'when', 'someone', 'tells', 'me', 'to', 'be', 'and', 'that', 'apparently', 'only', 'happens', 'when', 'somebody', 'wants', 'to', 'light', 'up']",40
ham,hello my boytoy i made it home and my constant thought is of you my love i hope your having a nice visit but i cant wait till you come home to me kiss,150,"['hello', 'my', 'boytoy', 'i', 'made', 'it', 'home', 'and', 'my', 'constant', 'thought', 'is', 'of', 'you', 'my', 'love', 'i', 'hope', 'your', 'having', 'a', 'nice', 'visit', 'but', 'i', 'cant', 'wait', 'till', 'you', 'come', 'home', 'to', 'me', 'kiss']",34
ham,congrats kanowhr s the treat maga,33,"['congrats', 'kanowhr', 's', 'the', 'treat', 'maga']",6
ham,who u talking about,19,"['who', 'u', 'talking', 'about']",4
ham,yup,3,['yup'],1
ham,u wake up already wat u doing u picking us up later rite im taking sq825 reaching ard 7 smth 8 like dat u can check e arrival time c ya soon,140,"['u', 'wake', 'up', 'already', 'wat', 'u', 'doing', 'u', 'picking', 'us', 'up', 'later', 'rite', 'im', 'taking', 'sq825', 'reaching', 'ard', '7', 'smth', '8', 'like', 'dat', 'u', 'can', 'check', 'e', 'arrival', 'time', 'c', 'ya', 'soon']",32
ham,yunny im walking in citylink now faster come down me very hungry,64,"['yunny', 'im', 'walking', 'in', 'citylink', 'now', 'faster', 'come', 'down', 'me', 'very', 'hungry']",12
ham,er yep sure props,17,"['er', 'yep', 'sure', 'props']",4
ham,hiya have u been paying money into my account if so thanks got a pleasant surprise when i checked my balance u c i dont get statements 4 that acc,145,"['hiya', 'have', 'u', 'been', 'paying', 'money', 'into', 'my', 'account', 'if', 'so', 'thanks', 'got', 'a', 'pleasant', 'surprise', 'when', 'i', 'checked', 'my', 'balance', 'u', 'c', 'i', 'dont', 'get', 'statements', '4', 'that', 'acc']",30
spam,u have won a nokia 6230 plus a free digital camera this is what u get when u win our free auction to take part send nokia to 83383 now pobox11414tcrw1 16,153,"['u', 'have', 'won', 'a', 'nokia', '6230', 'plus', 'a', 'free', 'digital', 'camera', 'this', 'is', 'what', 'u', 'get', 'when', 'u', 'win', 'our', 'free', 'auction', 'to', 'take', 'part', 'send', 'nokia', 'to', '83383', 'now', 'pobox11414tcrw1', '16']",32
ham,ok ill send you with in ltdecimalgt ok,38,"['ok', 'ill', 'send', 'you', 'with', 'in', 'ltdecimalgt', 'ok']",8
ham,bognor it is should be splendid at this time of year,52,"['bognor', 'it', 'is', 'should', 'be', 'splendid', 'at', 'this', 'time', 'of', 'year']",11
ham,yesim in office da,18,"['yesim', 'in', 'office', 'da']",4
ham,ok i only ask abt e movie u wan ktv oso,39,"['ok', 'i', 'only', 'ask', 'abt', 'e', 'movie', 'u', 'wan', 'ktv', 'oso']",11
ham,misplaced your number and was sending texts to your old number wondering why ive not heard from you this year all the best in your mcat got this number from my atlanta friends,175,"['misplaced', 'your', 'number', 'and', 'was', 'sending', 'texts', 'to', 'your', 'old', 'number', 'wondering', 'why', 'ive', 'not', 'heard', 'from', 'you', 'this', 'year', 'all', 'the', 'best', 'in', 'your', 'mcat', 'got', 'this', 'number', 'from', 'my', 'atlanta', 'friends']",33
ham,dunno lei i might b eatin wif my frens if wan to eat then i wait 4 lar,70,"['dunno', 'lei', 'i', 'might', 'b', 'eatin', 'wif', 'my', 'frens', 'if', 'wan', 'to', 'eat', 'then', 'i', 'wait', '4', 'lar']",18
spam,free entry into our 250 weekly comp just send the word win to 80086 now 18 tc wwwtxttowincouk,93,"['free', 'entry', 'into', 'our', '250', 'weekly', 'comp', 'just', 'send', 'the', 'word', 'win', 'to', '80086', 'now', '18', 'tc', 'wwwtxttowincouk']",18
